interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,publish_time_local,publish_time_utc,region,planned_outages_mw,maintenance_outages_mw,forced_outages_mw,total_outages_mw
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-04T00:00:00-05:00,2025-11-04 05:00:00+00:00,PJM RTO,49302,9649,8316,67267
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-04T00:00:00-05:00,2025-11-04 05:00:00+00:00,Western,22171,4225,4772,31168
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,Mid Atlantic - Dominion,26647,6663,4153,37463
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,PJM RTO,47738,11388,12089,71215
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,Western,21091,4725,7936,33752
2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-07T00:00:00-05:00,2025-11-07 05:00:00+00:00,2025-10-31T00:00:00-04:00,2025-10-31 04:00:00+00:00,Mid Atlantic - Dominion,26515,2648,1049,30212
2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-07T00:00:00-05:00,2025-11-07 05:00:00+00:00,2025-10-31T00:00:00-04:00,2025-10-31 04:00:00+00:00,PJM RTO,45917,4876,4041,54834
2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-07T00:00:00-05:00,2025-11-07 05:00:00+00:00,2025-10-31T00:00:00-04:00,2025-10-31 04:00:00+00:00,Western,19402,2228,2992,24622
2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-07T00:00:00-05:00,2025-11-07 05:00:00+00:00,2025-11-01T00:00:00-04:00,2025-11-01 04:00:00+00:00,Mid Atlantic - Dominion,26382,2688,1473,30543
2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-07T00:00:00-05:00,2025-11-07 05:00:00+00:00,2025-11-01T00:00:00-04:00,2025-11-01 04:00:00+00:00,PJM RTO,45784,5604,4932,56320
